term,Exp063972,Exp063804,Exp061170,Exp071855,Exp058132,Exp071409,Exp071413,Exp071852,Exp071853,Exp061845,Exp072767,Exp071414,Exp066882,Exp061181,Exp072369,Exp071860,Exp071910,Exp072223,Exp071913,Exp071861,Exp071416,Exp059910,Exp066874,Exp064120,Exp061843,Exp059915,Exp059931,Exp059906,Exp067098,Exp066039,Exp059897,Exp059913,Exp066025,Exp059903,Exp061855,Exp059930,Exp067440,Exp066029,Exp063813,Exp063811,Exp058122,Exp059899,Exp066032,Exp068742,Exp056266,Exp068741,Exp068655,Exp059898,Exp068659,Exp063808,Exp068658,Exp057318,Exp068662,Exp058165,Exp058162,Exp058123,Exp066034,Exp058125,Exp059911,Exp058138,Exp058108,Exp058140,Exp064117,Exp068946,Exp075756,Exp075767,Exp070852,Exp075758,Exp066041,Exp067091,Exp067093,Exp068657,Exp067095,Exp066037,Exp075754
GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY,-0.01300422,-0.05033675,-0.07043423,-0.113873966,-0.102154893,-0.135162581,-0.128062232,-0.079305193,-0.119513684,-0.182598538,-0.184479583,-0.162884255,-0.239343585,-0.156513403,-0.063936674,0.046476243,-0.078167803,-0.018387675,-0.111696041,-0.075894869,-0.025767134,-0.191740346,0.091068459,-0.097262055,-0.082516767,-0.004184717,-0.063298321,-0.036923143,0.119669394,0.053194978,0.133519514,0.096369054,0.094018712,-0.030733745,0.197491733,0.085194893,0.118432681,0.103006385,0.102540442,0.078068607,-0.070929119,0.119809632,0.187800671,-0.086852241,0.0952777,0.075912159,0.13906387,-0.126442047,-0.055901766,0.10895975,-0.004134712,-0.024240299,0.149978565,0.16175076,0.136308398,-0.031335751,0.00994025,0.213340467,-0.044781506,0.157071295,0.128450641,0.027144335,0.034601317,-0.073426418,-0.122746801,0.040508065,-0.028329748,-0.092921697,-0.044726442,-0.086571016,0.032145738,-0.109066121,0.052903258,-0.055823394,-0.039525296
GOBP_REGULATION_OF_PEPTIDE_HORMONE_SECRETION,0.167720712,0.095039868,0.068603502,0.156537781,0.124401557,0.073460941,0.291540002,0.201156577,0.145044669,0.108731299,0.202985209,0.288193337,0.166732488,0.178834921,0.265768613,0.090897791,0.13279174,0.138517714,0.304700671,0.147451582,0.072853314,0.154869655,-0.073335179,-0.044968374,0.102716909,0.005776008,0.198051892,0.177111042,0.154600847,-0.059793808,0.119752518,0.087353342,0.103907017,-0.119895943,0.062115927,-0.013617617,0.00093357,0.17419643,0.168363105,-0.146012896,-0.231041018,-0.108866537,-0.035231362,-0.094240544,0.115149571,0.093085487,-0.033308159,-0.016276646,-0.036509868,-0.165795553,-0.108997239,-0.01418967,-0.017314973,-0.138687585,-0.018516857,-0.22125434,-0.125883265,-0.132596342,0.025240997,-0.225438628,-0.144759429,0.028682374,-0.17146337,-0.098125455,0.020437574,0.121615181,0.019926886,-0.09257251,0.086936533,0.079306222,-0.119947167,-0.080734751,0.072444917,0.029550567,-0.079280723
GOBP_REGULATION_OF_PEPTIDE_SECRETION,0.070521035,0.045363923,-0.027178253,0.048641031,0.033978554,0.050223956,0.197482032,0.057333847,0.04776604,-0.010819255,0.077921938,0.163030923,0.052856991,0.103355814,0.08965532,-0.026088069,-0.006462889,0.228274654,0.147348971,-0.002659948,0.087194745,0.120919845,0.003110947,0.046594971,-0.031917712,0.155571378,0.040794513,0.019899298,0.048888289,0.01486758,-0.03001509,-0.056795346,-0.050702521,-0.042914475,-0.052047674,0.033228529,0.029453654,0.166754576,0.011305208,-0.090833789,-0.126100791,-0.09014038,-0.081414886,0.112201909,-0.035564621,0.158110855,0.106490347,0.090299879,0.091693458,-0.120867591,-0.10343521,0.099269918,-0.070851128,-0.18690173,-0.108795131,-0.164287401,-0.062451418,-0.221817625,0.058727694,-0.170790736,-0.192091147,0.00893143,-0.141870652,-0.094261998,0.070399469,0.030599612,-0.044774801,0.047519849,-0.033553552,0.033803856,-0.17144874,-0.002620307,0.005568943,0.037260492,-0.056226749
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT,-0.071941483,-0.036802515,-0.021045727,-0.009281365,-0.051958211,-0.02681805,0.043094952,-0.009067909,-0.017948855,-0.071707949,0.019029497,0.056756493,-0.016955075,-0.015684496,0.065015429,-0.020192577,-0.02810952,-0.022894796,0.061513068,0.020697349,-0.051589428,0.102185603,-0.025007953,0.030746188,-0.02321123,-0.013087208,0.006266698,-0.035803743,0.037287048,0.072770457,0.098267232,0.008935258,0.09754968,0.013614577,0.044193465,0.084834613,0.01672065,0.161459896,0.064798718,0.059826824,-0.041677997,-0.037733579,-0.004446353,0.009619299,0.076219696,0.046451205,0.094934913,0.098355708,0.073104835,-0.114198413,-0.031727238,0.014849078,0.056814761,-0.039161582,-0.054387956,-0.116352012,0.088787235,-0.0876349,-0.07273049,0.001032878,-0.083179767,-0.02657353,-0.055882745,-0.047494488,-0.112221534,-0.108671548,-0.095689971,-0.044562543,-0.020324269,-0.072735234,-0.175436234,-0.119797099,-0.071367854,0.007519789,-0.118960571
GOBP_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION,-0.433330992,-0.429946313,-0.376693477,-0.362541201,-0.222973379,-0.428282315,-0.28611359,-0.368702734,-0.42931379,-0.132874128,-0.276356306,-0.307893833,-0.146788874,-0.314476565,-0.135626953,-0.283930485,-0.143604898,-0.135231969,-0.17124781,0.053122407,0.001338034,-0.022793904,-0.327340603,0.118449348,0.036089557,-0.13762949,0.008822673,0.007438897,-0.095663341,0.130476496,-0.207126274,-0.105690538,-0.231518066,0.34641792,0.038982977,-0.032620682,0.235216201,-0.106499032,-0.009665594,-0.085041253,-0.067551965,-0.101415229,0.216623366,0.299271103,-0.088562041,0.059177186,0.258363902,0.339361088,-0.046913893,0.206123629,-0.171608698,0.112075133,0.075363778,0.036377297,0.14242543,0.183886368,0.081916529,0.179932035,0.014058835,0.178025267,0.080341143,0.069074461,0.106525144,0.245897757,-0.088675734,-0.173305106,-0.272921381,0.120042658,-0.323686298,-0.274669248,-0.221027723,-0.315612441,-0.150643218,-0.324486533,-0.287749478
GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION,0.099531599,0.001595875,0.121529788,0.105238819,0.069791807,0.077288236,0.088180466,0.104203121,0.070740566,0.056759404,0.076428232,0.029270408,-0.055338803,-0.010840705,0.001393989,-0.166493336,-0.044204726,-0.223528294,-0.078573049,-0.031172568,0.040663958,-0.025557217,-0.040831279,-0.182573695,-0.038850166,-0.13162925,-0.040962618,0.008034887,-0.127327031,-0.232285499,-0.032183318,0.1208299,0.064364649,0.042907802,0.098532409,-0.059967758,-0.046553844,-0.033203882,-0.113381972,0.054715404,-0.242428471,0.144402496,0.015300174,0.045663304,-0.02899993,-0.247663708,-0.167890531,-0.157477154,0.131858867,0.068623873,0.196686714,0.015435006,-0.081080709,-0.05213182,0.143731745,-0.02895477,0.05885568,0.094929205,0.026939376,0.213070489,0.099583619,0.214742312,0.084225173,-0.217729192,-0.069678515,-0.068486837,-0.157552946,-0.107684151,-0.106731446,-0.09698383,0.12173578,0.091323294,0.064411854,0.000771329,0.020384309
GOBP_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION,-0.229705264,-0.457554674,-0.149998506,-0.155256921,-0.162555821,-0.258871736,-0.398481912,-0.13721032,-0.24138133,-0.16447847,-0.214815086,-0.263868275,-0.294839383,-0.303529635,0.044264444,-0.085483948,-0.037984224,-0.243491095,-0.059580739,-0.009207738,0.003103606,-0.203084025,-0.270283987,-0.53629358,0.032650451,-0.218404537,-0.03922243,-0.06235336,0.104375151,-0.006375612,0.113613005,0.296302587,0.340262859,0.098077875,0.276945657,-0.009283643,-0.107083342,0.004290968,0.135972948,0.418748242,0.04236064,0.357643325,0.315898705,-0.1242038,0.064570581,-0.031854303,-0.027978061,-0.181291787,0.269883369,-0.301375695,0.167874737,-0.254145024,-0.100750222,0.040161311,0.277134304,-0.239084147,0.2557832,0.042388343,0.212785559,0.173017473,0.190620722,0.115852918,0.087831947,-0.318891483,-0.342171263,-0.437410932,-0.658019654,0.183465875,-0.289198632,-0.408837107,-0.195432086,-0.136204423,-0.172893878,0.059526108,-0.274407283
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,-0.075298995,-0.117093288,-0.216819105,-0.238154597,-0.233746828,-0.164999957,-0.148936055,-0.186902312,-0.175835392,-0.20510001,-0.187255642,-0.166652902,-0.235327832,-0.312200097,0.033281027,-0.338902992,-0.136263368,-0.235275382,-0.067638645,-0.286362546,-0.163664715,-0.16727573,0.146946684,-0.174904057,-0.158353326,0.147401795,-0.128297146,-0.061224236,0.111176635,0.129254537,-0.005507554,0.08712313,0.09389295,0.016608346,0.076959147,0.08121351,-0.029034849,0.174443511,-0.028748723,-0.023123044,0.007187553,-0.030178848,0.222605183,-0.022992715,0.017976708,0.04868397,0.090210603,0.008139141,-0.030356663,-0.188621015,-0.046507301,-0.105360195,0.109836343,0.160120499,0.041408406,0.179924202,0.031497831,0.115147367,0.085479191,0.025773125,0.064247485,-0.054187057,-0.107119795,-0.269832541,-0.103420086,-0.106829704,-0.137196026,-0.176232436,0.036675814,-0.073304293,-0.097655806,-0.023130905,-0.017744405,-0.138812614,0.024232508
GOBP_REGULATION_OF_PH,0.139574072,0.144855477,-0.020685437,-0.083658613,-0.07307077,-0.047427313,0.114805393,-0.045272424,-0.091587123,0.220841064,-0.014872125,0.058675702,0.093527093,-0.0580346,0.114853006,0.215376662,-0.002037723,0.314724705,-0.076656374,0.093044752,0.248983597,0.348058041,0.134609235,0.275170621,0.066700512,-0.069620673,0.059922566,0.03820167,0.012657188,-0.032284854,-0.125190389,0.226995413,-0.021336071,0.002259376,0.031000506,0.152109717,0.176357962,0.15625592,0.175498751,-0.179011643,-0.001183872,0.089129894,-0.017066716,0.022886812,-0.074644865,0.074878164,0.035833811,0.072848627,0.122573266,-0.081055753,-0.060536814,-0.112739021,-0.145117039,0.053891714,-0.252070895,-0.071074796,-0.215530512,-0.077548365,-0.033179582,-0.129676282,-0.044025691,-0.091069323,-0.093704823,0.134996664,0.175974871,0.298481408,0.398444084,0.184334879,0.366902114,0.331292958,0.253657356,0.213868126,0.225748659,0.358870802,0.278471837
GOBP_REGULATION_OF_PHAGOCYTOSIS,0.111641602,0.156025895,0.188327297,0.229598036,0.185545781,0.21066456,0.24191674,0.227942843,0.199933925,0.227469774,0.021836543,-0.138984263,0.01262239,0.082038014,0.105523082,0.323668838,0.01406998,0.181634574,-0.003446731,0.036304936,0.023150055,-0.0805488,0.192330514,0.220046648,0.003884182,-0.120907144,0.017193475,-0.002329523,0.257016649,0.102546167,-0.053055967,-0.056278224,-0.125615148,-0.045562705,0.107048839,-0.063405909,0.097104082,-0.026601763,-0.025872751,-0.089523942,-0.149954761,-0.236167722,-0.06887626,0.178768879,-0.083499677,-0.027505338,-0.070210274,0.017071051,-0.147824494,0.017608031,-0.220516114,-0.011114118,-0.09471251,-0.113423716,-0.161715096,0.082692254,-0.158060441,-0.199168787,-0.050229733,0.052075279,-0.03028178,-0.215681263,-0.145078718,0.015773047,-0.186334054,-0.204104336,-0.189996229,-0.117121598,-0.016879678,-0.188758485,-0.247974919,-0.053242604,-0.039733189,-0.315907603,-0.179592809
GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY,0.033390789,0.007180911,-0.020815446,0.004749087,0.031703996,-0.015758367,0.06749266,-0.025444331,0.018618485,0.048922148,-0.138114401,-0.058200023,0.059606788,-0.098153651,-0.116078965,0.094413919,-0.094611231,-0.028809359,-0.207511793,-0.105666354,-0.319599112,-0.041743773,-0.145513979,-0.149795799,-0.071724828,-0.327146421,-0.098451574,-0.061133661,0.093937115,-0.286453341,0.185566704,0.148040571,0.202293554,-0.050362491,0.02655282,0.023835571,-0.163573474,0.117693248,0.236981605,0.13322846,-0.132478251,0.014351828,0.024590319,-0.062466814,0.291220132,-0.116772025,-0.057979991,-0.105682246,0.04294903,-0.162832041,-0.00789983,-0.072718261,-0.193932678,-0.019007052,-0.047932561,-0.148133957,-0.26625474,-0.094973495,-0.102559625,-0.098610232,-0.165094894,-0.007064753,-0.177108685,-0.05948072,-0.132021664,0.028157897,-0.085892256,-0.067281206,0.063113089,-0.145491573,0.06011486,-0.124359872,-0.075759869,-0.122817203,-0.155357418
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY,0.343232537,0.370470129,0.292067825,0.34110858,0.275607427,0.195391768,0.352522086,0.316051089,0.109643952,0.247768288,0.050021903,0.251901402,0.092998067,0.168094819,0.014802584,-0.055289215,-0.01434383,0.319333169,-0.062498526,-0.006418438,0.03857179,0.147150049,0.298990137,0.051328144,-0.013479464,0.157933925,-0.033872406,-0.034943414,0.036856073,0.078324341,0.047391257,0.228756383,0.146740943,0.38208063,0.198247728,0.05709879,0.043857581,0.459359474,0.03869835,0.034482825,0.016067457,0.073817282,0.374028639,-0.065421149,0.025302672,0.313023281,0.051693505,0.154152088,0.266194201,0.278290848,0.006366423,0.13511739,-0.087233497,-0.170481491,0.032645822,0.083039864,0.21409403,0.106963004,0.180824127,-6.14E-05,-0.097027998,-0.178174203,0.04054677,0.140435299,0.059391467,0.395045387,0.056323618,-0.12184559,-0.066239181,0.060187357,0.139647703,0.023275486,-0.146767445,-0.005914333,0.116986615
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING,-0.266991679,-0.255387515,0.048774421,-0.057477584,0.031258028,-0.028023096,-0.064107486,-0.021238431,-0.033323033,0.14525874,0.101268869,0.059197075,0.17117032,0.002300012,0.100466584,0.157074228,0.080266767,0.100527459,0.055611419,0.268146988,0.002988616,0.006029536,-0.013245587,0.008426913,0.180211504,0.092060846,0.205281161,0.178865014,-0.05744722,-0.039091156,-0.042050948,-0.154041202,0.027152991,-0.026815434,-0.034395765,0.021246197,-0.302905969,0.449376994,0.130887971,-0.089691407,-0.113008138,-0.153985789,-0.062781043,-0.089323661,0.032275299,0.16357974,0.170412236,0.170987143,-0.340502302,-0.123285936,-0.159372944,-0.30695312,-0.433607311,-0.354832802,-0.342924269,-0.286402327,0.106069047,-0.48506921,-0.354949926,-0.448085838,-0.393648188,-0.373408044,-0.320771618,0.171229811,0.029164504,-0.327903861,-0.30173231,-0.368571935,-0.200849069,-0.387559632,-0.419717142,-0.070944784,-0.216983415,-0.300168212,-0.28113068
GOBP_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY,-0.055100158,-0.072376562,0.095807935,0.231012344,0.090642682,0.118981523,0.097353057,0.116253529,0.112591954,0.098988632,0.090710134,0.241784757,0.490739351,0.167316953,0.09534718,-0.218855142,0.107923407,-0.327726198,0.063859397,-0.097017677,0.238339688,0.003139758,-0.285270123,-0.294094808,0.185739863,-0.256765205,0.099351569,0.265852508,0.080392584,-0.245072238,0.096841284,0.026224473,0.074836151,-0.311506444,0.078707993,-0.45457449,-0.101446336,0.058480071,0.098344873,-0.25306465,-0.249671408,-0.162401755,-0.214475812,-0.389786946,0.110293532,-0.469733275,-0.36889522,-0.374948712,-0.130057057,-0.392083784,-0.435066951,-0.034963569,-0.275622243,-0.194383926,-0.240988212,-0.537475558,-0.392946673,0.152889941,-0.086807172,-0.250319558,-0.18584033,-0.276322675,-0.409626984,-0.149506385,0.250076987,-0.028424477,-0.055062142,-0.090860485,0.286640624,0.147287067,0.170781602,0.010246073,0.454079445,-0.174761659,0.217047712
GOBP_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY,0.141730493,0.094878704,0.318277058,0.488310809,0.312435803,0.343671201,0.321487034,0.338160895,0.336087867,0.323549942,0.312199862,0.486159941,0.425576603,0.288510523,0.347885914,-0.353419036,0.355845341,-0.335562666,0.321824707,0.07984067,0.533762132,-0.102318896,-0.199329397,-0.425498071,0.432112281,-0.394517648,0.349076925,0.539885238,0.134507313,-0.397367641,0.145029172,0.04911713,0.122657964,-0.500398735,0.138219105,-0.587627954,-0.300906536,-0.031458748,0.150982413,-0.332623803,-0.290271092,-0.404692276,-0.426412121,-0.586499408,0.133946424,-0.593728105,-0.547551743,-0.473189963,-0.531781136,-0.476416512,-0.567151024,-0.134706019,-0.615072121,-0.323274364,-0.415048271,-0.554677631,-0.574341762,-0.03390283,-0.230944904,-0.341641141,-0.244761575,-0.588355654,-0.597890262,-0.350241219,0.216342267,-0.268201836,-0.134643714,-0.170876742,0.35104613,0.095069205,0.115358113,-0.024590291,0.428622089,-0.347689448,0.136642959
GOBP_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY,0.072164679,0.133383193,0.052344664,0.099850091,0.146010993,0.103088682,0.102987695,0.03790094,0.121737071,0.087026741,-0.008210283,-0.166563112,0.111942457,0.018331283,0.037682381,0.254864735,0.073484995,-0.087332806,-0.054413484,0.046218917,-0.186694104,-0.108853373,0.101290242,-0.034766619,0.102262988,-0.293217514,0.063393865,0.050616328,-0.032550811,-0.332249846,0.180638148,0.200586206,0.143914392,-0.095253762,-0.056342842,0.064416687,0.086627122,0.181818061,0.108529775,0.180757436,-0.021148059,-0.158195601,0.075006234,-0.024137751,0.192137235,-0.040169631,-0.065345368,-0.124439086,0.038521711,-0.069189687,0.094744771,-0.026072151,-0.070014618,0.02956632,0.072132109,-0.017591848,-0.110627818,-0.119510161,-0.032024472,-0.035781777,-0.058909874,0.126205196,-0.07972263,-0.041986881,0.001304422,0.126985489,0.080734821,-0.027210723,0.15966304,0.018862572,0.200191721,0.091127627,0.061157056,0.0696491,0.015215523
GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,-0.116011407,-0.128772595,-0.120473113,-0.122562033,-0.111830203,-0.144202097,-0.086143831,-0.116900542,-0.126147417,-0.099756882,-0.084091719,-0.080963954,-0.079529189,-0.107882846,-0.025621481,-0.057623686,-0.067679816,-0.077223962,-0.000434005,-0.04852189,-0.119955529,-0.055902096,-0.057852164,-0.097570432,-0.012287708,-0.003854097,-0.033139937,-0.020711074,0.007298512,-0.022727473,0.027564878,0.027698462,0.063427278,-0.020610659,0.035527042,0.014522065,-0.069001116,0.063298449,0.016919631,0.017692017,-0.035901331,0.022023327,0.051089775,0.015555301,0.045566596,-0.026151091,0.054972657,0.01050934,-0.033323203,0.00680024,0.003535093,0.048503496,0.007027146,0.045319269,0.057088649,0.002494971,0.040838331,0.059675976,-0.068232111,0.012059042,-0.001174895,0.035773755,0.047482768,-0.0929209,-0.095729642,-0.039682397,-0.113524855,0.01262186,-0.053035123,-0.109369624,-0.070969968,-0.093088841,-0.073286144,-0.072239181,-0.098695297
GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS,0.104700431,-0.083558241,0.008768602,0.105088832,0.094948552,0.035454926,0.065744931,0.050123148,0.050489699,0.165068401,-0.357820361,-0.484942348,-0.405477379,-0.188549973,-0.246763204,0.069001705,-0.302852836,0.090511553,-0.334095006,-0.291603079,-0.355763362,-0.252620867,-0.213461834,-0.458317258,-0.037725859,0.157907394,-0.243341831,-0.286227294,-0.029166337,-0.192949515,-0.016186541,0.138967265,0.112399917,-0.17369879,0.070747274,0.100708457,-0.200884543,0.443229049,-0.101284276,0.214552227,0.186301013,0.303139863,-0.333530225,-0.195042197,-0.184249204,0.221315061,0.184132217,-0.143082156,-0.045211004,-0.193930519,0.295897465,-0.150959298,0.113037687,-0.024859854,0.30769064,-0.083067235,0.361026649,-0.15729824,-0.035530978,0.041651149,-0.005328124,-0.343633062,0.051501311,-0.005893108,-0.501794498,-0.071552565,0.057205404,-0.197810234,0.108000691,-0.116245659,-0.306312596,-0.014399793,-0.388618247,-0.165056816,-0.433043736
GOBP_REGULATION_OF_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,-0.09558871,-0.319664431,-0.347272625,-0.125775004,-0.360537095,-0.289008319,-0.34687891,-0.105546583,-0.293883556,-0.158340913,0.031935529,0.196388595,-0.253497513,-0.222288083,0.059906311,-0.097467943,-0.140292176,-0.07513906,0.039321817,0.034064423,-0.14673419,-0.181818054,0.110385499,-0.096610494,0.046760826,-0.291163361,0.099056589,-0.123849965,-0.041223303,0.102980894,0.113681552,0.380662125,0.078822411,-0.051076828,-0.151797206,0.137832635,-0.151942561,0.105429314,0.265815523,-0.112388545,0.04373759,-0.126744609,0.169799136,0.105333071,-0.043354883,0.024220566,-0.052126782,-0.124061503,-0.228470009,-0.360713105,-0.130681932,-0.1618116,-0.301723595,-0.214015483,-0.25694651,-0.361424148,0.002896071,-0.511632805,-0.160522625,-0.4142845,-0.420876645,-0.242451376,-0.055673066,0.176944086,0.234047724,0.478015761,-0.016059354,0.152188987,0.324553988,0.264810297,0.167070284,0.314986804,0.12739465,0.211835413,0.37565757
GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS,-0.093555571,-0.305975122,-0.326381502,-0.114754294,-0.338390843,-0.269030993,-0.329164487,-0.095879535,-0.273877177,-0.148984752,0.036432457,0.19044843,-0.236648239,-0.208230225,0.061641287,-0.099606642,-0.127904092,-0.06470699,0.041593623,0.036255578,-0.144465623,-0.171258845,0.092872676,-0.084737528,0.0490394,-0.267410042,0.1004702,-0.111545902,-0.068068952,0.097734734,0.106079064,0.370541525,0.071837301,-0.049963454,-0.146019239,0.131143567,-0.149555977,0.099520272,0.248338841,-0.108623383,0.037065581,-0.125562739,0.159854707,0.099123828,-0.050955376,0.023279076,-0.051643262,-0.125020842,-0.201739992,-0.178524067,-0.124994173,-0.024834613,-0.27839344,-0.209157757,-0.250496082,-0.221651722,0.0061767,-0.497972738,0.008325934,-0.383215336,-0.409505634,-0.229147355,-0.041036128,0.15742316,0.217883236,0.442073418,-0.019545126,0.22181847,0.302788205,0.236737302,0.145967098,0.285586256,0.124687792,0.191009442,0.329796752
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION,0.032049905,-0.275248245,-0.019254587,-0.011455591,-0.17044585,0.174329347,0.075837394,-0.048828948,0.03864041,-0.093992194,-0.061900371,0.07819825,0.028679376,-0.094786115,-0.244349959,0.057625095,-0.017261753,-0.016147493,0.213301369,-0.107745191,-0.17702351,0.217266381,0.15939865,-0.063096163,-0.218235657,-0.403217883,-0.019608285,0.079508358,-0.478982256,-0.124500432,-0.393862137,-0.420041117,-0.40969733,-0.236223326,-0.478433322,-0.409829295,0.086380233,-0.436695435,-0.34907194,0.014922802,0.068250672,-0.461087941,-0.464378218,-0.02140887,-0.3018652,-0.18812851,-0.526533155,0.261632686,-0.12332003,-0.087913605,-0.126699315,0.124300058,-0.171932962,-0.279867049,-0.137690086,0.072782454,0.060788273,0.11829717,0.095544804,-0.249435958,-0.175097982,-0.097840352,-0.331685269,-0.156675265,-0.075395027,-0.372669672,-0.217520014,0.301141208,-0.452462045,-0.560170517,-0.274927571,-0.440940903,-0.120053362,-0.136153793,-0.252831134
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS,0.36714756,0.287371632,0.13088771,-0.045090788,0.099375181,0.080456498,-0.195329352,-0.093529633,-0.187002408,-0.137904224,0.203836091,0.157306339,0.21572202,0.3346962,-0.395296702,0.031801528,-0.395466214,-0.185828568,-0.169458003,-0.083443072,0.073991075,0.169130156,0.045886482,0.145207693,0.064222413,0.224044567,-0.237504011,-0.387552411,-0.07346796,0.111655811,0.228764858,0.026711315,0.200516096,0.065208546,0.140419817,0.089796746,0.140506215,0.259079033,-0.067648534,0.235794626,-0.093590147,0.403612883,0.389052771,0.035802097,-0.015657812,-0.02447936,0.189061763,0.171818995,0.020400818,0.082651912,0.445078218,0.127520741,0.337512019,0.135544187,0.263678387,-0.062846424,0.369902074,0.273723308,0.28205372,0.118728293,-0.019486375,0.378207642,0.220741268,0.036090732,0.012197744,0.317325457,-0.05856879,0.009859676,-0.129841099,-0.011503119,0.003157461,0.134876235,-0.137634549,0.426779406,-0.206468998
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL,0.132556263,0.013783905,0.285222887,0.26797488,0.267567237,0.339141359,0.336925961,0.305364381,0.330717274,0.363325425,0.382575983,0.393136901,0.366415736,0.406907845,0.253265483,0.1956297,0.244031894,-0.270645782,0.185923624,0.230055057,0.089149216,-0.12116192,0.162217451,0.072047675,0.322827072,-0.348329206,0.265527819,0.3247098,0.003306877,-0.243169086,0.036476202,-0.232072959,0.018907586,-0.290846702,0.03471688,-0.375022774,-0.269620497,-0.310111579,0.128552525,-0.221785361,-0.291888255,-0.328516151,-0.299606721,-0.40655751,0.271393478,-0.412507405,-0.121313453,-0.081316318,-0.332345287,-0.162902348,-0.072023486,-0.192123417,-0.252338691,-0.076319515,-0.112307268,-0.152259265,0.01404503,0.131667436,0.008101904,-0.013332709,0.159621276,-0.206745074,-0.183868083,-0.060143963,-0.138319606,-0.267264889,-0.0380764,-0.265192094,-0.01842809,-0.22467184,-0.046177836,-0.276459573,-0.029595997,-0.173176971,-0.142212813
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.024962821,0.028306881,0.085822112,0.205499354,0.063306728,0.109796439,0.091414221,0.095514661,0.100845181,0.186327431,0.353418573,0.328433024,0.077162469,0.194617856,0.32358588,-0.012122409,0.328502708,0.337820717,0.445752442,0.336233895,0.31739788,0.452467564,-0.07288389,0.466369083,0.325753939,0.115207843,0.349428743,0.330405745,0.326683966,-0.060088417,0.377674136,-0.171999038,0.351686807,0.21466143,0.325399625,0.256734466,-0.071167294,0.219164771,0.029032308,-0.356256979,0.110751216,0.065117102,0.220411733,0.052169502,0.356278607,-0.033044171,0.146461487,-0.072264312,0.029710468,-0.144553505,-0.054076365,0.011307025,0.091794212,0.00717928,0.010899063,-0.19721662,0.064638669,-0.132600781,-0.052128592,-0.141259182,-0.257610644,0.155488055,-0.168471707,0.076277456,0.180534918,0.347365269,0.427304305,-0.063324269,0.418986318,0.415814258,0.130748475,0.396587068,0.363387746,0.258847102,0.427817025
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT,0.069178965,-0.131569285,-0.071749235,-0.093079932,-0.231679088,-0.21855262,-0.154603788,-0.060034822,-0.116944866,-0.022188651,0.028279424,0.101854204,-0.071495515,0.071972439,-0.114744276,0.090731768,-0.128074079,0.421791265,0.015663617,-0.051068718,0.00633355,0.239669421,0.152566709,0.405610907,-0.105543901,-0.044416098,0.068518825,-0.109055882,0.372653247,0.168675279,0.417941304,0.110225739,0.396714529,0.432134741,0.355193796,0.350924587,0.08361321,0.419923901,0.208357239,-0.090334363,0.295153821,0.269770156,0.384377656,0.023115583,0.387634449,0.23111182,0.401300912,-0.165133817,0.160127261,0.048907568,-0.039363212,-0.073349545,0.145049,0.052266989,0.156400884,-0.110586265,0.22295501,0.030545592,0.064640881,-0.202188789,-0.0133253,0.095899455,0.033904686,0.289234216,-0.031739757,0.371294195,0.189765759,-0.211823138,0.100292591,0.082841442,-0.131732792,0.17700587,-0.000113353,0.034452387,0.076131437
